773,ORANGE_SPG
774,RB_SPG
775,Aal
776,AcrAcu
777,AcrArab
778,Acr_arbTab
779,ACR_br
780,Acr_bush
781,Acr_caes
782,AcrClath
783,Acr_corym
784,AcrCyth
785,AcrDiv
786,AcrDown
787,AcrEls
788,AcrFlo
789,AcrGem
790,ACR_hi
791,Acr_hisp
792,AcrHum
793,AcrHya
794,AcrLor
795,AcrMille
796,AcrMon
797,AcrMur
798,AcrNas
799,ACR_p_e
800,AcrPhar
801,Acr_plat
802,AcrPro
803,AcrSam
804,AcrSec
805,AcrSpa
806,AcrSqu
807,AcrTen
808,AcrTort
809,AcrVal
810,AgLam
811,Alveopora
812,AmGl
813,Amrhod
814,*AMSP
815,Anacropora
816,ART
817,B_Acro
818,Bare-Turf
819,BleachC
820,BLPO
821,B_Monti
822,B_Pocillo
823,B_PocMean
824,B_PorComp
825,B_Porit
826,BranchedC
827,BrownMA
828,Cal/Mar
829,camoth
830,cebimar
831,CFOE
832,Chl_fas
833,CHUY
834,Clu
835,CLVH
836,CNFI
837,CODIUM.
838,ColumnarC
839,CuAcu
840,CUCU
841,Cyst_ab
842,DAC
843,DASUB
844,DEMU
845,Der_fas
846,DESANC
847,DESANT
848,DESM
849,Desmanthus
850,DESMEN
851,DESV
852,Dicho
853,Dic_mar
854,dioart
855,Diobt
856,DVC
857,DVS
858,EALM
859,Echinopora
860,Egig
861,EncrustC
862,EncrustMA
863,ERK
864,Feld
865,FireCoral
866,FolioseC
867,GalFasc
868,Gma
869,Goniopora
870,GreenMA
871,Halimeda
872,Heliop
873,Herdm
874,HiElon
875,HIM
876,Hole
877,HUAT
878,HYDI
879,JAS
880,Lim-lnk
881,Lm
882,Lma
883,Maele
884,MAN
885,MANG
886,marart
887,MarDeb
888,MARE
889,MARG
890,MART
891,MassiveC
892,melcof
893,MMA
894,MMRM
895,momus
896,Monti_encr
897,MontiFlab
898,Monti_fol
899,MontiPat
900,MorMar
901,Morula
902,MycetLam
903,MYRI
904,NOD UN
905,NoID_ExpOp
906,Nudi.COLOR
907,OTHN
908,PALM
909,PavExp
910,Penta_fasc
911,PETC
912,PETS
913,phyenc
914,PocGran
915,POCIL
916,PocMea
917,PoMar
918,Por_branch
919,PorCyl
920,Poreve AO
921,Poreve BL
922,Porever
923,PorEverm
924,Poreve TL
925,Poreve TR
926,Por_hor
927,PorLob
928,PorLut
929,Por_mass
930,PorRus
931,Primary
932,PVC_black
933,Rae
934,RM Oyster
935,Root Bare
936,Schizo_ser
937,Seriatop
938,Smr
939,Syg
940,Taoni
941,TSH
942,Turf
943,Tyd
944,Tyd_exp
945,ZOSMAR
946,ZosTas
947,ACAN
948,ANEM
949,ASPA
950,ASPI
951,BARR
952,BHOL
953,BLGR
954,BRCR
955,BRYO
956,CASER
957,COCE
958,CODI
959,CRAC
960,CRST
961,CSER
962,DCAV
963,DICT
964,DMEA
965,DVER
966,FSCU
967,GMAR
968,GOOEY
969,HALY
970,HMUS
971,HOPU
972,JCAL
973,KAPP
974,LBEW
975,LIAG
976,LINC
977,LOBO
978,MFLA
979,MINV
980,MPAT
